OBJECTID,SDOT Unit ID,SPR Unit ID,SDCI Unit ID,SPU Tree Unit ID,SPU Planting Unit ID,Pest Unit ID,Source Department,Scientific Name,Common Name,DBH,Ownership,Unit Description,GLOBALID,x,y,DN_AF1,lat,lon
"41786599",TRE-4517,,,,,TRE-4517,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"41",Private,1600 N 49TH ST,45e7b11b-315f-498e-8a73-0087f8b29ae6,1269473.00001206,245958.000007212,86.5566482543945,47.6643422914,-122.3388317090
"41786716",TRE-4168,,,,,TRE-4168,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,5707 KIRKWOOD PL N,8bb84a65-9564-4382-a5ed-04993c870fb6,1270944.41668864,248108.385470212,87.4906616210938,47.6703151745,-122.3330314976
"41787058",TRE-8492,,,,,TRE-8492,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"11",Private,4756 4TH AVE NE,38d29d5f-7ab2-4be5-8849-e4b9e0d74fb1,1273145.59929414,246072.468610302,87.1167907714844,47.6648520261,-122.3239391204
"41787072",TRE-63764,,,,,TRE-63764,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,414 NE 73RD ST,c0d2468a-1371-4ce2-920a-7d435397be5a,1273093.9999879,252131.999798298,88.1454925537109,47.6814582785,-122.3246249971
"41787127",TRE-9611,,,,,TRE-9611,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,5114 29TH AV NE,348d68b0-a7dd-47f6-8abf-22128c55f65a,1279867.99989131,246529.000177547,88.3878631591797,47.6664570522,-122.2966977290
"41787223",TRE-73018,,,,,TRE-73018,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,1703 CALIFORNIA AV SW (ON SW MASS. ST),c98b496b-759e-4800-abdc-c61e50076eb8,1257076.99986972,218354.000097215,88.3345489501953,47.5880058064,-122.3868664251
"41787458",TRE-80575,,,,,TRE-80575,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,5277 44TH AV SW,55ce0b22-2847-4cb1-a755-29bbc4cdf094,1256415.00020948,206105.999986961,87.2871017456055,47.5543982134,-122.3885455527
"41787472",TRE-60604,,,,,TRE-60604,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"29",Private,702 34TH AVE,134d7ba5-693b-423d-815d-a72f1c663c6e,1281277.80251789,225208.852201134,87.2489852905273,47.6080919454,-122.2893402038
"41787550",TRE-15242,,,,,TRE-15242,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,13027 1ST AV NW,086f11df-5a56-491e-acfa-95f991dfe9bc,1265095.99990781,267790.999976307,86.0998916625977,47.7239492109,-122.3583469569
"41787703",TRE-78600,,,,,TRE-78600,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,3204 16TH AV S,196b07fa-442a-496f-b15d-9ced2a32bf64,1275366.96788289,213217.143901139,89.1313323974609,47.5749137737,-122.3123633529
"41787970",TRE-500386,,,,,TRE-500386,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Seattle Department of Transportation,LDX-282,f0603207-e262-4573-8edf-41fa889aca95,1274526.54469498,242851.279514641,87.2293167114258,47.6560960129,-122.3180836685
"41788019",TRE-48754,,,,,TRE-48754,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Private,3711 E MADISON ST,01667e1e-9128-49b8-8892-741dcd737f91,1282699.00013481,233461.000066876,87.9572525024414,47.6307846660,-122.2842105257
"41788124",TRE-31013,,,,,TRE-31013,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"37",Private,2550 1ST AV W,2e20bd99-4b7c-499f-bed7-e58ff717a472,1264557.00000156,238230.000043303,86.3375396728516,47.6428948630,-122.3581568522
"41788145",TRE-18113,,,,,TRE-18113,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,10514 1ST AV NW,dbd5daf7-b84c-4ca3-b5ad-69437a8906db,1265033.00003381,261075.999954879,88.1637344360352,47.7055403706,-122.3580623623
"41788316",TRE-22923,,,,,TRE-22923,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,9502 4TH AVE NW,e02bd048-c9dd-4c1b-96ab-69b26ae5a9cc,1264045.52497464,258319.912291214,88.7512741088867,47.6979323963,-122.3618498682
"41788345",TRE-60603,,,,,TRE-60603,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,702 34TH AVE,6330b9bb-2b79-4094-ae93-e8d9ed2c8715,1281278.49542989,225196.378472805,87.245735168457,47.6080577908,-122.2893364387
"41788418",TRE-1040980,,,,,TRE-1040980,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Seattle Center,500 BROAD ST,a3844390-711a-43c9-a02e-bf9083e81611,1266683.36451523,230046.716541126,89.3982162475586,47.6205800088,-122.3488790255
"41788497",TRE-58230,,,,,TRE-58230,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,1821 E HOWELL ST,33b60dd8-8bad-45bb-a24f-957524ebc97c,1276767.00018781,228739.999994472,87.7008514404297,47.6175353507,-122.3078973623
"41788560",TRE-25667,,,,,TRE-25667,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,2329 NE 103RD ST,0784dce6-0e19-481c-8309-21eb2cc04e26,1278607.00011672,259869.0000723,87.2220840454102,47.7029559256,-122.3028482237
"41788599",TRE-25272,,,,,TRE-25272,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"11",Private,9403 27TH AV NE,6abc995c-e54a-480a-9618-03764e325f95,1279457.00005715,257566.00008513,87.3292846679688,47.6966878822,-122.2992186115
"41788693",TRE-6637,,,,,TRE-6637,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,5230 12TH AV NE,cacae0ff-7235-4cd8-b218-abbce72cb722,1275329.99978098,246929.000033721,87.4849472045898,47.6673154007,-122.3151427282
"41788975",TRE-9242,,,,,TRE-9242,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Private,5529 27TH AV NE,86a3d758-7522-42b4-ad4d-42c2d58ea137,1279419.87611565,247664.094692141,87.6093673706055,47.6695449588,-122.2986037856
"41789087",TRE-32837,,,,,TRE-32837,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,2005 13TH AV W,49e6c3c1-a45b-446f-8ba6-5c83ec86a12e,1260633.36250764,236212.67993097,86.9767150878906,47.6371512834,-122.3739064471
"41789251",TRE-73521,,,,,TRE-73521,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,4509 SW ADMIRAL WY,bf408a2e-d7dc-400c-b329-4e5e3427b5cd,1256227.99992731,215873.00013797,87.7423706054688,47.5811585242,-122.3901027704
"41789334",TRE-19638,,,,,TRE-19638,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,10512 20TH AV NE,64e0faf4-6a12-4337-bc74-18435ae6ad74,1277812.00006631,260711.000028715,87.6470565795898,47.7052221684,-122.3061417924
"41789463",TRE-72133,,,,,TRE-72133,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,4203 SW HILL ST,a3d7534c-78f0-4f6f-aa28-9752227b654e,1257495.00001797,217259.99998863,88.6821594238281,47.5850303438,-122.3850835159
"41789498",TRE-190,,,,,TRE-190,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,4619 34TH AV W,cdc54120-e8ae-4657-8be8-3c8a52d75101,1253950.67114864,246182.492340386,87.2610473632812,47.6641077646,-122.4018309259
"41789584",TRE-8481,,,,,TRE-8481,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Private,4731 4TH AVE NE,3f6961ee-0145-48c0-a7d1-0188b13306a6,1273104.83264339,245800.409771219,87.5899276733398,47.6641041560,-122.3240831464
"41789594",TRE-44134,,,,,TRE-44134,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"33",Private,309 FEDERAL AVE E,f17fbbe6-6bd8-4a24-b651-303263e04297,1274062.54627915,230197.319258302,88.074348449707,47.6213872484,-122.3189749001
"41789613",TRE-25320,,,,,TRE-25320,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,2526 NE 91ST ST,7a61533f-1537-4f70-9a13-b5d47382a796,1279203.99990697,256907.999760717,85.9334106445312,47.6948710985,-122.3001948783
"41789618",TRE-48883,,,,,TRE-48883,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"39",Private,1118 37TH AV,7d739274-bd17-4d4d-8236-256ca0927948,1282392.00009264,232952.000100628,88.2371673583984,47.6293736235,-122.2854164389
"41789686",TRE-23423,,,,,TRE-23423,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,1102 NW 87TH ST,45657794-9de2-4664-b154-602deaea619d,1261862.06182189,256243.631666884,87.8601837158203,47.6921222170,-122.3705464917
"41789855",TRE-71929,,,,,TRE-71929,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Private,1544 PALM AV SW,1b1c7134-65fe-4cd2-8a3f-23d13a2dcb6d,1257924.99981414,218817.999825388,87.5435104370117,47.5893244750,-122.3834686311
"41790067",TRE-15225,,,,,TRE-15225,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"27",Private,126 NW 131ST ST,60bf597c-1556-42ac-a6b6-d543821135bb,1264819.00013372,267902.000082389,84.9426956176758,47.7242384024,-122.3594811075
"41790171",TRE-96265,,,,,TRE-96265,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,2302 NE 89 ST,e5bf9d6e-d36f-4893-9175-053795c4cd62,1278244.00018656,256395.999800473,87.5171890258789,47.6934174878,-122.3040526587
"41790178",TRE-57950,,,,,TRE-57950,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,313 32ND AVE,fb447b60-987b-4800-92e7-0f73ec11962e,1280676.99991372,223965.000030056,86.4865112304688,47.6046513624,-122.2916797982
"41790224",TRE-65240,,,,,TRE-65240,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"11",Private,2019 NE 80TH ST,084a5c8c-f50a-4dec-b86a-087367dd335d,1277837.23295547,253778.708447129,86.66357421875,47.6862222203,-122.3055007580
"41790234",TRE-32880,,,,,TRE-32880,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"29",Private,1965 12TH AV W,6f614411-8add-4771-83db-f5c49c45576b,1260911.26188622,236509.89784047,86.9141235351562,47.6379811844,-122.3728035876
"41790334",TRE-4046,,,,,TRE-4046,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,5954 KIRKWOOD PL N,6b4a67ae-6bf5-46ee-883f-04cfb90c3208,1270728.00012672,248769.999960631,87.7161178588867,47.6721170710,-122.3339620667
"41790546",TRE-19850,,,,,TRE-19850,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,11039 40TH AV NE,64d8e3e6-1328-476b-b5a2-99b2ba1de676,1282933.99999289,262185.000033468,86.8651733398438,47.7095292122,-122.2854556595
"41790715",TRE-73620,,,,,TRE-73620,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,2731 47TH AV SW,a95f419b-322f-493c-ab0d-46f8d7ab18f7,1255718.99996106,214852.000211462,88.0282897949219,47.5783317912,-122.3920809183
"41790822",TRE-8420,,,,,TRE-8420,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,4757 THACKERAY PL NE,08a20e22-4b20-4519-960a-0925fc9c433c,1272574.00004365,246095.000061303,86.1567306518555,47.6648834100,-122.3262601817
"41790854",TRE-73262,,,,,TRE-73262,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,2133 44TH AV SW,9bde8326-ca4a-4007-b328-2969ad5cca2a,1256731.00023365,217052.000076547,88.1826477050781,47.5844179577,-122.3881616474
"41791158",TRE-17024,,,,,TRE-17024,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,1203 NE 135TH ST,dfb88866-d0da-4a9c-b763-8b178728b7db,1275719.99998523,268557.000084713,87.7937316894531,47.7266177555,-122.3152503828
"41791282",TRE-15244,,,,,TRE-15244,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,13014 7TH AV NW,34cc225a-82ee-4800-be85-4263055d43a7,1263472.99987298,267780.999996305,88.1785202026367,47.7238334449,-122.3649389676
"41791706",TRE-36456,,,,,TRE-36456,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,6548 26TH AV NW,b8807157-00be-41a2-a47c-a2ec394283a5,1257047.15380082,250937.846346721,85.8195648193359,47.6773141430,-122.3896574564
"41791707",TRE-48780,,,,,TRE-48780,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,1228 38TH AV E,0ce87665-8ef1-49e2-99af-e57bb3e5b2e5,1282749.00003481,233425.000138879,87.8857116699219,47.6306885741,-122.2840050277
"41792083",TRE-15240,,,,,TRE-15240,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,13031 1ST AV NW,20aa67de-7f67-481a-b300-1f4b124efffa,1265095.99990781,267857.000172377,86.1560974121094,47.7241301134,-122.3583522704
"41792179",TRE-71926,,,,,TRE-71926,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,1544 PALM AV SW,e4723224-dda6-41d3-99be-a9988431596c,1257913.99983615,218840.000109464,87.5505905151367,47.5893841689,-122.3835149944
"41792285",TRE-25699,,,,,TRE-25699,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,9417 17TH AV NE,cc4dab70-dc47-4666-9966-009c7908032d,1276924.00774781,257799.817202806,85.5214767456055,47.6971960403,-122.3095208854
"41792287",TRE-34075,,,,,TRE-34075,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"27",Private,1823 NOB HILL AV N,567eac98-3b05-4b18-b44f-d2d799098870,1266251.13408047,235558.78261672,87.6206359863281,47.6356649895,-122.3510720845
"41792319",TRE-17292,,,,,TRE-17292,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,2302 N 137TH ST,e2b70f5d-9784-4719-8d19-70436bf91bf7,1271743.00006522,269469.000229225,86.5872421264648,47.7289064273,-122.3314785317
"41792335",TRE-88732,,,,,TRE-88732,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Private,8602 RENTON AV S,219a0100-4bcd-4f45-8016-7683ccac7167,1283914.00000139,195234.000077471,88.0152130126953,47.5260668417,-122.2763768312
"41792533",TRE-34540,,,,,TRE-34540,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"17",Private,8061 16TH AVE NW,378e69be-dbbf-490c-8765-173837da7861,1259956.00001723,255030.999905795,87.7947769165039,47.6886938444,-122.3781855368
"41792544",TRE-57396,,,,,TRE-57396,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"47",Private,772 31ST AVE,baaca344-12e6-467b-931c-8615574702cc,1280493.99995165,225608.000024885,85.4391708374023,47.6091453118,-122.2925477529
"41792627",TRE-63655,,,,,TRE-63655,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,7475 LATONA AV NE,4c9263ef-266c-4103-aecc-d1e5405f79c4,1272847.00015381,252754.999864638,86.5064010620117,47.6831527762,-122.3256765713
"41792701",TRE-85723,,,,,TRE-85723,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,7301 45TH AV S,5a338619-5b5a-4460-96b6-1a64b346d7a6,1283879.00007139,199178.000063464,88.7650146484375,47.5368755851,-122.2768178766
"41792825",TRE-84301,,,,,TRE-84301,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,6360 BEACH DR SW,3f958eab-66d7-4dd0-913a-43ffef04753b,1253988.99981214,202745.000147298,86.9793395996094,47.5450511426,-122.3980913637
"41792845",TRE-6477,,,,,TRE-6477,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,5600 NE 56TH ST,ff436371-3ae7-4ad4-9956-80f30cd70031,1275940.99987131,247714.000104129,87.5180816650391,47.6694992931,-122.3127246855
"41793126",TRE-73555,,,,,TRE-73555,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,2619 46TH AV SW,a738a907-d253-4595-8d5b-35a35eb19801,1256404.9999014,215666.999893799,88.1231689453125,47.5806037050,-122.3893688762
"41793185",TRE-20132,,,,,TRE-20132,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,4260 WOODLAND PARK AVE N,c8cafd0d-e029-47de-96b4-bc51eb437119,1268067.00019939,244093.000128299,87.7245178222656,47.6591548628,-122.3443879271
"41793347",TRE-24662,,,,,TRE-24662,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"27",Private,844 NE 100TH ST,9caee4f0-4943-4fd2-b5fa-0bc3bbb28cab,1274730.99999472,259353.000120044,87.0560073852539,47.7013376044,-122.3185463792
"41793606",TRE-72360,,,,,TRE-72360,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,2718 WALNUT AV SW,61c683d9-a5a8-4be7-9cbc-c55b15ccd766,1257917.99982814,214908.000099465,88.1608810424805,47.5786070332,-122.3831779098
"41793794",TRE-48775,,,,,TRE-48775,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"29",Private,3711 E MADISON ST,5121f29a-2035-4908-b518-f3cac9967310,1282638.91659357,233505.041645467,87.9189605712891,47.6309022785,-122.2844575279
"41794184",TRE-48771,,,,,TRE-48771,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,3711 E MADISON ST,b4b22cdc-8fc5-4cf3-9d91-5b2d8e495883,1282686.79182589,233502.478986546,87.9689178466797,47.6308977288,-122.2842632010
"41794299",TRE-57358,,,,,TRE-57358,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,718 27TH AVE,67670f17-73a8-4970-bbc2-1667f99129d3,1279270.42989223,225438.138487965,86.2136611938477,47.6086160137,-122.2974940597
"41794313",TRE-21581,,,,,TRE-21581,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,4111 EVANSTON AV N,14cbb1ff-b02d-4eca-83dd-605863018e68,1266374.99997447,243352.999967888,86.7538986206055,47.6570352770,-122.3511932697
"41794392",TRE-15040,,,,,TRE-15040,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,13610 3RD AV NW,9607c3e7-f396-4497-b543-598c4d80c2c1,1264568.99997756,269541.00008522,87.985954284668,47.7287172035,-122.3606287949
"41794449",TRE-500988,,,,,TRE-500988,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Seattle Department of Transportation,6512 16TH AVE,1c9a494e-8cb4-4fc5-ab6d-840b192647fe,1264653.45584539,202248.11957939,86.5686950683594,47.5442754397,-122.3548799191
"41794520",TRE-6966,,,,,TRE-6966,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"55",Private,4540 8TH AVE NE,12f7302b-cffa-4c97-90c6-b4e5fffc021d,1274228.46917564,245285.507257715,87.0704040527344,47.6627523984,-122.3194836518
"41794647",TRE-17255,,,,,TRE-17255,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Private,13071 8TH CT NE,10d83ad1-27fa-41dc-ae7f-0417144edc2c,1274119.53041714,267816.101960212,88.3988647460938,47.7245023090,-122.3216938689
"41794692",TRE-72164,,,,,TRE-72164,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,1743 41ST AV SW,3744b39f-50a3-415b-909e-c07f65934a08,1257854.99995415,217911.99999696,87.2457962036133,47.5868373231,-122.3836782826
"41794695",TRE-57113,,,,,TRE-57113,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,932 27TH AVE,5274c040-0b3c-4899-b573-b38a4d7f3776,1279291.00006106,226337.000207305,86.3138427734375,47.6110808608,-122.2974800084
"41795165",TRE-25238,,,,,TRE-25238,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,2726 NE 103RD ST,e2d7f54c-2e17-4522-9d13-9a022308f409,1279991.99997139,259911.999986306,87.8943481445312,47.7031461486,-122.2972276886
"41796066",TRE-71572,,,,,TRE-71572,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,700 LAKESIDE AV S,7fa46f6b-2edf-434b-9e87-de099efcb48f,1281604.00002822,220922.999880463,87.5033187866211,47.5963613322,-122.2876897481
"41796173",TRE-500792,,,,,TRE-500792,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Seattle Department of Transportation,3501 EAST MARGINAL WAY S,9b413c24-35ec-4f50-a871-cb01f1ee3d75,1268317.64667973,212198.733864471,85.2322082519531,47.5717473661,-122.3408359448
"41796191",TRE-72219,,,,,TRE-72219,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,2350 42ND AV SW,b2993d96-2057-4730-9065-4fe6af45b371,1257469.9997399,216060.000092044,88.1094512939453,47.5817398416,-122.3850867579
