OBJECTID,SDOT Unit ID,SPR Unit ID,SDCI Unit ID,SPU Tree Unit ID,SPU Planting Unit ID,Pest Unit ID,Source Department,Scientific Name,Common Name,DBH,Ownership,Unit Description,GLOBALID,x,y,DN_AF1,lat,lon
"41668940",TRE-1117991,,,,,TRE-1117991,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"44",Private,4201 34TH AVE W,358a27a1-42ae-4b42-9df0-36eaa6fe4b35,1253996.15727815,243847.613151878,88.1261749267578,47.6577105968,-122.4014533045
"41668941",TRE-1117992,,,,,TRE-1117992,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,4200 34TH AVE W,713b14f0-783d-408d-b414-50fcb7013697,1253972.96998855,243849.690903634,88.204963684082,47.6577149965,-122.4015475449
"41668965",TRE-1117942,,,,,TRE-1117942,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,3508 W EMERSON ST,7d704a8f-0c48-4d09-8ebf-e47dbed2d1cf,1253642.27937698,242554.470725045,88.1155395507812,47.6541464258,-122.4027819486
"41669676",TRE-1117164,,,,,TRE-1117164,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"31",Private,2471 PERKINS LN W,cbc2ff16-1348-44b7-9284-97595b8cc766,1250821.59440155,237671.604506552,86.8809661865234,47.6406046679,-122.4138175199
"41669711",TRE-1117125,,,,,TRE-1117125,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,2658 PERKINS LN W,96b2391c-2605-453a-9732-03b10615685a,1250132.23849681,239308.080236211,87.0343780517578,47.6450512518,-122.4167498147
"41669712",TRE-1117126,,,,,TRE-1117126,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"11",Private,2658 PERKINS LN W,fe627015-6d10-410c-bd5e-702fa5d847e4,1250130.13712306,239304.578274712,87.0343780517578,47.6450415347,-122.4167580454
"41669713",TRE-1117127,,,,,TRE-1117127,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,2658 PERKINS LN W,1f23bd77-1f11-4f57-b9bc-3c5acf23557a,1250130.98489039,239294.197718054,87.0343780517578,47.6450131304,-122.4167537405
"41669714",TRE-1117128,,,,,TRE-1117128,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,2658 PERKINS LN W,48337d06-64a6-4d9e-81b0-0e173d9fd277,1250122.4514429,239298.64390339,87.0343780517578,47.6450248356,-122.4167887224
"41669715",TRE-1117129,,,,,TRE-1117129,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,2658 PERKINS LN W,63ab9da3-8d4b-4959-9034-758cee5cebfd,1250127.0593733,239287.029425293,87.0343780517578,47.6449932613,-122.4167690637
"41669716",TRE-1117130,,,,,TRE-1117130,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,2658 PERKINS LN W,189abf1b-57ec-4527-be36-37ca3f58350f,1250121.34186506,239279.348994464,86.9920806884766,47.6449718875,-122.4167916123
"41669721",TRE-1117136,,,,,TRE-1117136,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,2637 PERKINS LN W,acd5f7d8-a2cf-4e1d-85fa-46114e1784c6,1250109.43047155,239059.785785303,87.0499725341797,47.6443694133,-122.4168215973
"41669769",TRE-1117027,,,,,TRE-1117027,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,3712 W DRAVUS ST,b269b6e7-5054-46ad-9b40-8594cfdb65d8,1252976.87814872,240575.642989799,87.4914169311523,47.6486853961,-122.4053172341
"41669770",TRE-1117028,,,,,TRE-1117028,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,3712 W DRAVUS ST,2ad282a0-4d45-4e8d-b936-508c0f1b250d,1252957.51106147,240574.990432054,87.602409362793,47.6486825230,-122.4053957367
"41669845",TRE-1116953,,,,,TRE-1116953,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,3917 W EMERSON ST,6b264b5b-e1b7-4372-9dee-ac86d0d5fe65,1252404.05153848,242463.457783714,88.3437957763672,47.6538276325,-122.4077974141
"41669861",TRE-1116972,,,,,TRE-1116972,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"9",Private,3916 W BERTONA ST,43bbf3e5-549f-4d36-b245-f689fe2fe4b0,1252374.89313222,241342.46658738,88.7356185913086,47.6507534580,-122.4078226477
"41669865",TRE-1116894,,,,,TRE-1116894,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,3456 39TH AVE W,3bd93f49-7a20-4a43-8752-d8a103857de2,1252746.97211248,241865.362195134,88.364616394043,47.6522075281,-122.4063567236
"41669884",TRE-1116919,,,,,TRE-1116919,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,3649 39TH AVE W,3dde3626-a7aa-4f34-aff3-0ba5745c9091,1252620.38673572,242381.028814718,88.4679412841797,47.6536138315,-122.4069129913
"41670108",TRE-1116615,,,,,TRE-1116615,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,3434 PERKINS LN W,81535c76-a3d6-4e47-aee9-0f511abd26ce,1250220.9469808,241671.576821551,87.5085372924805,47.6515343786,-122.4165872675
"41670111",TRE-1116618,,,,,TRE-1116618,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,3434 PERKINS LN W,e43814d9-0058-493b-937f-f9473b3442d7,1250218.16024098,241659.106702134,87.5085372924805,47.6515000420,-122.4165975309
"41670112",TRE-1116619,,,,,TRE-1116619,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,3434 PERKINS LN W,927b5cb9-00bc-4858-adca-3b31ea4e719b,1250213.49292748,241667.814689964,87.5085372924805,47.6515236466,-122.4166171902
"41670113",TRE-1116620,,,,,TRE-1116620,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,3434 PERKINS LN W,5d189d50-ae52-45d9-aff3-2ccd807921bd,1250210.53033498,241679.432776973,87.4980621337891,47.6515553236,-122.4166301774
"41670114",TRE-1116621,,,,,TRE-1116621,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,4500 W BERTONA ST,ed0727bb-7743-4108-b708-3e2a72675d69,1250675.24036355,241295.596274301,87.5126724243164,47.6505294566,-122.4147131236
"41670387",TRE-1116299,,,,,TRE-1116299,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,1908 NE 107TH ST,bfa07e7e-b7ec-416a-938f-b51f6c2962be,1277363.88088381,261345.838325962,87.1998062133789,47.7069387212,-122.3080108806
"41670446",TRE-1116286,,,,,TRE-1116286,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Private,1548 NE NORTHGATE WAY,bda230f0-2fba-4526-944c-4698c6398754,1276853.34253481,261955.253117636,86.6651840209961,47.7085822745,-122.3101315939
"41670458",TRE-1116218,,,,,TRE-1116218,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"53",Private,10718 23RD AVE NE,43e039ad-9729-47e2-a3a9-1ccae397b636,1278284.02241622,261442.958866641,87.3969650268555,47.7072532005,-122.3042818621
"41670462",TRE-1116223,,,,,TRE-1116223,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"43",Private,2005 NE NORTHGATE WAY,569eb67f-a235-4ba1-a84c-9b27c49a5bfa,1277901.55959848,261870.02592589,86.8011474609375,47.7084037314,-122.3058681840
"41670475",TRE-1116238,,,,,TRE-1116238,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,1922 NE 107TH ST,afee5a2e-17be-4931-b8f9-d39a381b5731,1277618.10150398,261262.660998881,87.2825469970703,47.7067240835,-122.3069720605
"41670476",TRE-1116239,,,,,TRE-1116239,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,1922 NE 107TH ST,99c9a97d-b8d2-478b-a4f3-c50e3692ad28,1277607.79706265,261262.067824215,87.2963104248047,47.7067219167,-122.3070138590
"41670477",TRE-1116241,,,,,TRE-1116241,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,1922 NE 107TH ST,455fad47-640a-4bef-bb98-272795610ac6,1277589.01593223,261262.763360888,87.2963104248047,47.7067228373,-122.3070901801
"41670478",TRE-1116242,,,,,TRE-1116242,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,1922 NE 107TH ST,4e08b3b1-2aec-47de-ac3c-9c2092e65abc,1277582.52349114,261262.53140597,87.2963104248047,47.7067218606,-122.3071165267
"41670479",TRE-1116243,,,,,TRE-1116243,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,1922 NE 107TH ST,c9238a8a-4fdd-4af8-814b-70af5bd5a9e6,1277578.34994306,261261.835869297,87.2963104248047,47.7067197351,-122.3071334207
"41670534",TRE-1116146,,,,,TRE-1116146,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"6",Private,10559 23RD AVE NE,aeeeee8b-1417-4234-934b-445c21c9a405,1278174.02263622,261191.357991889,87.064323425293,47.7065578032,-122.3047090203
"41670535",TRE-1116147,,,,,TRE-1116147,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Private,10559 23RD AVE NE,7d9a34d2-6910-460c-9666-3e30450d487e,1278179.81560364,261191.148018554,87.064323425293,47.7065575313,-122.3046854798
"41670536",TRE-1116148,,,,,TRE-1116148,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,10559 23RD AVE NE,4bd6057a-0270-452e-a5bf-ae017dfce678,1278164.1155038,261192.239551798,87.0197296142578,47.7065597003,-122.3047493199
"41670537",TRE-1116150,,,,,TRE-1116150,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,10559 23RD AVE NE,06e74d50-3a97-4899-b9db-090a6c4ab46a,1278159.78349148,261192.588632464,87.0197296142578,47.7065604300,-122.3047669385
"41670538",TRE-1116151,,,,,TRE-1116151,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"37",Private,2025 NE 107TH ST,fbd40315-e2d1-4b12-8249-f4939fc2ae2f,1278086.80922797,261199.234944627,87.1897659301758,47.7065748221,-122.3050637901
"41670597",TRE-1116055,,,,,TRE-1116055,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,2321 NE 104TH ST,2ea6a2da-7a57-4775-8033-8b4c2aed1543,1278476.73102032,260231.596788049,87.1748352050781,47.7039429758,-122.3034053156
"41670640",TRE-1116025,,,,,TRE-1116025,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,1339 NE 106TH ST,3c386233-7655-4c7d-933d-57b04a085716,1275862.82450272,261094.007464796,86.8824615478516,47.7061694459,-122.3140867528
"41670701",TRE-1115931,,,,,TRE-1115931,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,1040 NE NORTHGATE WAY,ecee656a-e153-4a01-8a1e-b235733b26a2,1275397.02359706,262398.95793888,87.0105590820312,47.7097216926,-122.3160803796
"41670702",TRE-1115933,,,,,TRE-1115933,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,1040 NE NORTHGATE WAY,54a5757b-e63a-4a83-8280-8286b1f56258,1275377.38813764,262399.357216299,87.0105590820312,47.7097217498,-122.3161601515
"41670707",TRE-1115940,,,,,TRE-1115940,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,1040 NE NORTHGATE WAY,f2f4d1f3-c79f-4915-ae95-27e005795ec4,1275357.85536832,262399.729918972,87.1841506958008,47.7097217397,-122.3162395044
"41670708",TRE-1115941,,,,,TRE-1115941,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,1040 NE NORTHGATE WAY,80b62530-e0d2-4d07-b71e-eaefa42767c2,1275344.0447004,262399.729918972,87.1841506958008,47.7097210101,-122.3162955903
"41670709",TRE-1115942,,,,,TRE-1115942,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,1040 NE NORTHGATE WAY,7f299837-d632-48a5-b5a7-a37488dc910b,1275336.91577764,262400.17151913,87.2712554931641,47.7097218439,-122.3163245758
"41670710",TRE-1115943,,,,,TRE-1115943,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,1040 NE NORTHGATE WAY,b15b692e-2711-4c2f-8511-86cd6052d2e6,1275322.23011148,262405.587518796,87.2712554931641,47.7097359132,-122.3163846390
"41670711",TRE-1115945,,,,,TRE-1115945,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,1040 NE NORTHGATE WAY,1760988a-eace-4518-9213-b43bd9a6ca17,1275312.92796473,262408.255164385,87.3098831176758,47.7097427337,-122.3164226244
"41670712",TRE-1115947,,,,,TRE-1115947,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"17",Private,1040 NE NORTHGATE WAY,7e776c5c-3d1e-48d7-8764-36b6a3eb0ea2,1275295.83580731,262407.86048013,87.545524597168,47.7097407489,-122.3164920057
"41670713",TRE-1115948,,,,,TRE-1115948,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,1040 NE NORTHGATE WAY,3ece6c89-d2a4-467a-b39a-c68710e13cf6,1275284.80761415,262402.09605597,87.545524597168,47.7097243662,-122.3165363406
"41670714",TRE-1115949,,,,,TRE-1115949,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,1040 NE NORTHGATE WAY,acfbc225-fff7-4374-89eb-ab1fd1ea3818,1275279.9542774,262407.469076723,87.545524597168,47.7097388370,-122.3165564709
"41670716",TRE-1115951,,,,,TRE-1115951,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"17",Private,1040 NE NORTHGATE WAY,d4900804-3f62-4b66-8185-2dbfe0cf4430,1275264.63901931,262402.830634549,87.6293182373047,47.7097253140,-122.3166183039
"41670717",TRE-1115952,,,,,TRE-1115952,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,1040 NE NORTHGATE WAY,7916a52e-a672-4346-9f8d-6db3a0fd54b6,1275256.60130572,262402.845398307,87.6293182373047,47.7097249298,-122.3166509467
"41670725",TRE-1115961,,,,,TRE-1115961,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"33",Private,11300 GOODWIN AVE NE,bdb99cf8-55be-4787-98ba-a72d52d5e532,1276602.31350932,262707.233240962,86.1568832397461,47.7106302227,-122.3112096677
"41670726",TRE-1115962,,,,,TRE-1115962,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,11300 GOODWIN AVE NE,fc92d688-cdc6-4038-a26c-f03f52243531,1276656.61720647,262645.565713391,86.127082824707,47.7104640521,-122.3109843238
"41670733",TRE-1115971,,,,,TRE-1115971,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,10834 11TH AVE NE,1d64d835-12b6-4760-86a7-e8994d8c68c7,1275438.36636214,261841.52926372,87.1701812744141,47.7081959801,-122.3158688688
"41670741",TRE-1115895,,,,,TRE-1115895,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,11014 14TH AVE NE,c801eaaa-4856-49dd-9883-02e2ad734385,1275976.90695173,262162.67757155,86.8884429931641,47.7091046583,-122.3137069783
"41670745",TRE-1115901,,,,,TRE-1115901,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"37",Private,1034 NE 112TH ST,806f627e-f0bf-40e9-bb42-0d3dde928fc4,1275343.53846781,262449.802981555,87.4106750488281,47.7098582322,-122.3163015652
"41670767",TRE-1115925,,,,,TRE-1115925,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,1040 NE NORTHGATE WAY,9b716f8d-fd19-4d27-a3c8-569a73bb68e1,1275436.84471165,262397.609188303,86.9028930664062,47.7097200988,-122.3159185582
"41670768",TRE-1115926,,,,,TRE-1115926,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,1040 NE NORTHGATE WAY,6929fdbd-f138-4c89-af36-44f01ed43d3e,1275428.67707705,262400.8552448,86.9028930664062,47.7097285648,-122.3159519814
"41670769",TRE-1115927,,,,,TRE-1115927,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"17",Private,1040 NE NORTHGATE WAY,558c1510-c314-46e6-af3e-1f6815ed0c58,1275421.42479497,262401.116071045,86.9028930664062,47.7097288967,-122.3159814538
"41670770",TRE-1115928,,,,,TRE-1115928,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"17",Private,1040 NE NORTHGATE WAY,8eae7a33-c55d-41d1-8c55-554e816db23a,1275411.91956465,262403.142641798,86.9028930664062,47.7097339495,-122.3160202136
"41670771",TRE-1115929,,,,,TRE-1115929,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,1040 NE NORTHGATE WAY,255a749b-4205-45b2-834b-4b7cba770ef4,1275416.89462031,262398.336220965,86.9028930664062,47.7097210380,-122.3159996335
"41670786",TRE-1115865,,,,,TRE-1115865,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,11326 15TH AVE NE,2d2e40f7-2b07-4622-9136-9f923823066b,1276332.43806481,262877.157769889,87.2295532226562,47.7110817686,-122.3123189314
"41670835",TRE-1115838,,,,,TRE-1115838,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,11058 17TH AVE NE,41ff64bf-6b70-403d-9059-4d34782961e6,1276916.3309259,262442.09171088,86.1570663452148,47.7099200004,-122.3099137381
"41670838",TRE-1115842,,,,,TRE-1115842,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,11058 17TH AVE NE,28834a75-3c04-40cd-8c01-2f507a85f1a9,1276833.80385998,262577.394589886,86.0800323486328,47.7102865209,-122.3102594336
"41670978",TRE-1115614,,,,,TRE-1115614,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,1554 NE 95TH ST,260fdb2f-b5b0-4542-9b33-5c8b027e23b3,1276923.59337856,258030.818053141,85.4178466796875,47.6978291865,-122.3095405607
"41671029",TRE-1115593,,,,,TRE-1115593,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,9412 15TH AVE NE,ae9d949d-2cd0-4527-b8c0-8883577297ea,1276303.90990664,257671.798101887,86.379020690918,47.6968125080,-122.3120285450
"41671030",TRE-1115594,,,,,TRE-1115594,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,9412 15TH AVE NE,ba021439-8042-489e-80ee-d8657b4f7912,1276304.25275372,257682.855822548,86.379020690918,47.6968428351,-122.3120280158
"41671038",TRE-1115604,,,,,TRE-1115604,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,9525 17TH AVE NE,50dbd21b-a7b6-4224-af6c-c71cdbb40532,1276927.91850114,258255.55579263,87.1010665893555,47.6984454150,-122.3095405055
"41671039",TRE-1115605,,,,,TRE-1115605,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,9525 17TH AVE NE,f1f1e6ab-e418-4360-9206-9f4509d50e7d,1276915.7836829,258206.856743053,87.1147918701172,47.6983112939,-122.3095859816
"41671042",TRE-1115609,,,,,TRE-1115609,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,9417 17TH AV NE,22020aab-1772-436d-9582-913b32ba3579,1276926.64947481,257821.645571217,85.5214767456055,47.6972560103,-122.3095118600
"41671045",TRE-1115612,,,,,TRE-1115612,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,9525 17TH AVE NE,dbbd4756-c5ea-40df-b4f3-f062e24dcda5,1276928.93260673,258244.544331715,87.1010665893555,47.6984152861,-122.3095355303
"41671093",TRE-1115512,,,,,TRE-1115512,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,2015 NE 100TH ST,bf3954ce-6232-4448-96e8-f30b68ab7150,1277713.56292723,259235.761509389,85.5395660400391,47.7011734064,-122.3064268339
"41671188",TRE-1115376,,,,,TRE-1115376,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,309 NE 90TH ST,724ef0be-997c-47e5-961a-81fb69ab0dbc,1272906.50364372,256683.372585297,86.955696105957,47.6939234799,-122.3257443091
"41671251",TRE-1115368,,,,,TRE-1115368,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,306 NE 91ST ST,9742d02b-8a22-4834-9cc3-f2412ef82a90,1273011.12745023,257089.747100636,87.2493667602539,47.6950429001,-122.3253515461
"41671301",TRE-1115267,,,,,TRE-1115267,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,1059 NE 98TH ST,dd9108cd-1b58-4dbe-b866-46318dd49882,1275583.94120222,258956.958261222,86.7973175048828,47.7002971370,-122.3150521288
"41671322",TRE-1115291,,,,,TRE-1115291,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,1059 NE 98TH ST,c721fda0-78db-4853-8b20-f7dae3d69797,1275590.78961372,258887.806168556,86.7262649536133,47.7001079545,-122.3150189154
"41671355",TRE-1115249,,,,,TRE-1115249,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,9709 15TH AVE NE,ce5ef6aa-33dd-4f97-aeb8-d2820281d23c,1276256.08257447,258772.299837887,86.2714462280273,47.6998264366,-122.3123086060
"41671364",TRE-1115178,,,,,TRE-1115178,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,10520 9TH AV NE,6fbb9f0c-b249-477b-b530-e04ca55bc7bc,1274780.71085331,260934.875893295,88.2809753417969,47.7056761086,-122.3184685026
"41671365",TRE-1115179,,,,,TRE-1115179,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,805 NE 106TH ST,6ce19fd9-0af3-40c9-a18d-c8f29f9f2519,1274368.35505073,260999.132326469,88.5030517578125,47.7058304065,-122.3201480126
"41671478",TRE-1115065,,,,,TRE-1115065,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,2125 N 90TH ST,16d7e816-33a0-42f0-a358-093a8b38f689,1271208.63203947,256643.586247548,86.6665649414062,47.6937239567,-122.3326341896
"41671479",TRE-1115066,,,,,TRE-1115066,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,2125 N 90TH ST,4f90e5c3-4a4d-46a6-919b-84223118bdae,1271197.41388606,256643.893661633,86.6665649414062,47.6937242002,-122.3326797572
"41671489",TRE-1115080,,,,,TRE-1115080,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,2164 NE 112ND ST,65ef00ec-d37a-4f2c-bce6-dcf919fd374c,1271618.63351606,262486.841621384,89.607307434082,47.7097619804,-122.3314315257
"41671622",TRE-1114914,,,,,TRE-1114914,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,8918 RAVENNA AVE NE,046223b5-6488-4253-9449-68fc8eead690,1278520.0226004,256427.283530548,87.3417587280273,47.6935176910,-122.3029344897
"41671628",TRE-1114920,,,,,TRE-1114920,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,2301 NE 86TH ST,36ad9c36-69f7-4c53-9c54-d211b3e42e44,1278219.36900222,255562.204552054,87.1556701660156,47.6911307800,-122.3040879554
"41671629",TRE-1114921,,,,,TRE-1114921,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,2301 NE 86TH ST,59d2c107-149e-4c4e-83fd-4482f54547e1,1278219.49301773,255551.819730297,87.1556701660156,47.6911023219,-122.3040866462
"41671659",TRE-1114877,,,,,TRE-1114877,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"11",Private,2340 NE 86TH ST,0a486ebe-1618-4a7e-b77f-ae3e91da6c66,1278666.59842272,255681.968748212,87.5339508056641,47.6914824677,-122.3022816566
"41671660",TRE-1114878,,,,,TRE-1114878,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,2340 NE 86TH ST,e90bff96-deda-49aa-8ded-bd934285b5c2,1278675.21454723,255661.11774005,87.4997863769531,47.6914257663,-122.3022450623
"41671679",TRE-1114816,,,,,TRE-1114816,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,2522 NE 91ST ST,f9f11dba-7845-491a-9571-db5b812d051e,1279131.33896306,256911.352772385,85.9957504272461,47.6948764920,-122.3004901348
"41671680",TRE-1114818,,,,,TRE-1114818,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,2522 NE 91ST ST,e5efc5b3-d733-4065-a094-dc7e23a394b7,1279117.78255972,256909.271411717,85.9578323364258,47.6948700785,-122.3005450115
"41671684",TRE-1114822,,,,,TRE-1114822,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"50",Private,2558 NE 91ST ST,970b5df5-f1e5-4aa2-bdbf-5a67f433c428,1279517.90577522,256901.027989879,86.006950378418,47.6948683840,-122.2989199085
"41671705",TRE-1114845,,,,,TRE-1114845,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"9",Private,2302 NE 94TH ST,3d5c82ed-f084-4564-8af2-02369751ba3a,1278247.53922148,257729.27961421,88.5733947753906,47.6970721680,-122.3041417546
"41671718",TRE-1114779,,,,,TRE-1114779,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,2726 NE 92ND ST,d6762372-d197-441b-a261-f7db4fd3412c,1279837.5711464,257223.129051715,85.0782241821289,47.6957679395,-122.2976469801
"41671769",TRE-1114757,,,,,TRE-1114757,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,2545 NE 95TH ST,bbb1916d-190b-47cb-8adc-c22f3639e919,1279330.91402322,257858.670431554,87.7458419799805,47.6974835019,-122.2997531728
"41671830",TRE-1114667,,,,,TRE-1114667,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"10",Private,3239 NE 94TH ST,b14a50a9-4240-4bea-b6c0-ab63e4c5fa1c,1281310.59772789,257467.512749299,88.2295684814453,47.6965144704,-122.2916853105
"41671843",TRE-1114680,,,,,TRE-1114680,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,3002 NE 97TH AVE,eafadc52-c118-473c-b7ea-497406253938,1280312.68076047,258533.192048386,86.8515472412109,47.6993835703,-122.2958191328
"41671844",TRE-1114681,,,,,TRE-1114681,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,3001 NE 97TH AVE,8c01fc07-2a62-4686-99d0-22340b2f3b65,1280265.4597263,258494.195079133,86.9654388427734,47.6992742200,-122.2960078531
"41671856",TRE-1114614,,,,,TRE-1114614,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,9700 LAKE CITY WAY NE,22fdb625-d387-4c85-95aa-9b263d01d52e,1278760.4686418,258849.997189045,87.0854339599609,47.7001708893,-122.3021460757
"41671900",TRE-1114585,,,,,TRE-1114585,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,2559 NE 98TH ST,f26d0b17-7cc9-42dc-90a7-86bb050492a9,1279554.22919339,258778.94615005,86.9595413208008,47.7000176246,-122.2989176531
"41671927",TRE-1114536,,,,,TRE-1114536,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,3021 NE 100TH ST,c817afbc-b216-4314-853a-68dab6afc588,1280503.27519555,259154.004455045,87.648681640625,47.7010951354,-122.2950931526
"41671956",TRE-1114568,,,,,TRE-1114568,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,9819 RAVENNA AVE NE,db362d76-25c3-4f95-bd50-d470b3169f8e,1279093.91449723,259033.070313722,86.3037414550781,47.7006901278,-122.3008063532
"41671974",TRE-1114509,,,,,TRE-1114509,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,2735 NE 103RD ST,b49780b1-0b9d-4b8e-a168-e4051b392dd6,1280040.17638423,259866.230392799,87.9251861572266,47.7030232069,-122.2970285300
